"","Crime.ID","Month","Reported.by","Falls.within","Longitude","Latitude","Location","LSOA.code","LSOA.name","Crime.type","Last.outcome.category","Context"
"19207","e0c8055552dcd2e26a9e7ea77cde7b03aec46eac75bdd416fc89fb3a4d3224b3","2013-12","South Wales Police","South Wales Police",-3.956209,51.631834,"On or near Gwili Terrace","W01000864","Swansea 019C","Criminal damage and arson","No further action at this time",NA
"19208","1a3a5d10998d1c97c3bc0608c1efff447356575d4ab8d502fbf0541d8291180a","2013-12","South Wales Police","South Wales Police",-3.954821,51.630796,"On or near Sports/Recreation Area","W01000864","Swansea 019C","Criminal damage and arson","No further action at this time",NA
"19218","fca02aeeb4ad9852ae1508c97cd2ce1117296c8bb6ddca148bad3a924e3f098f","2013-12","South Wales Police","South Wales Police",-3.969766,51.626895,"On or near Powys Gardens","W01000865","Swansea 019D","Criminal damage and arson","No further action at this time",NA
"19224","dbd7f2660321379cc67d59f178daaef1189a38314d418c87e5bb82d9b9df88af","2013-12","South Wales Police","South Wales Police",-3.954412,51.628006,"On or near Cadwaladr Circle","W01000866","Swansea 019E","Criminal damage and arson","Under investigation",NA
"19225","1c64ef0ed17881be98cfb5cdf7dc2bcd6903d235c981dc466f644498295f31b3","2013-12","South Wales Police","South Wales Police",-3.959714,51.626308,"On or near Pen-Y-Graig Road","W01000866","Swansea 019E","Criminal damage and arson","No further action at this time",NA
"19226","ad9e39fbb98eac51b105383a8b730de75969c483c74b2f1e8ece0399c0d142d8","2013-12","South Wales Police","South Wales Police",-3.955494,51.62663,"On or near Islwyn Road","W01000866","Swansea 019E","Criminal damage and arson","Awaiting court outcome",NA
"19227","0698d2b499fccf23920fd9b845b5172ef76ccbd16598831469508092f8ba3653","2013-12","South Wales Police","South Wales Police",-3.957173,51.625352,"On or near Llewelyn Circle","W01000866","Swansea 019E","Criminal damage and arson","Under investigation",NA
"19239","e18666429c0cf781aa68219418267b03b5bd27cabb4cddfaa8092a7fa22385ba","2013-12","South Wales Police","South Wales Police",-3.962345,51.625688,"On or near Caradog Place","W01000867","Swansea 019F","Criminal damage and arson","No further action at this time",NA
"19240","b910788023edcc15a709b3019b5992611e0384e3d1db8b9799fb7240974996dc","2013-12","South Wales Police","South Wales Police",-3.962345,51.625688,"On or near Caradog Place","W01000867","Swansea 019F","Criminal damage and arson","No further action at this time",NA
"19249","b7ad010aa1281ed9ee156794ef0b4e63734be033a70e146bf232c4efecf148eb","2013-12","South Wales Police","South Wales Police",-4.025146,51.621052,"On or near Goetre Fawr Road","W01000770","Swansea 020C","Criminal damage and arson","Offender given a caution",NA
"19258","84b9b305ca85ef559b96b615d4664350def3173260d814f283afd3c39f6f7b7d","2013-12","South Wales Police","South Wales Police",-3.908361,51.62344,"On or near Hoo Street","W01000849","Swansea 021A","Criminal damage and arson","No further action at this time",NA
"19259","0c4b968ee55b33d6909140c8d7300b12ff6f11692a83e44ca6e79a5301ae94c6","2013-12","South Wales Police","South Wales Police",-3.888629,51.620046,"On or near Parking Area","W01000849","Swansea 021A","Criminal damage and arson","No further action at this time",NA
"19260","050b8078ae97ca539ebedb09c6d7d16c3edb0ebf6981318ab9bc09c1cb32afe4","2013-12","South Wales Police","South Wales Police",-3.908237,51.624638,"On or near Robert Owen Gardens","W01000849","Swansea 021A","Criminal damage and arson","No further action at this time",NA
"19261","da31d5e97ce66ded69d86ee5139ad4fbe167325001da8c51420c5e24e99da477","2013-12","South Wales Police","South Wales Police",-3.904117,51.623869,"On or near Gelli Grafog","W01000849","Swansea 021A","Criminal damage and arson","No further action at this time",NA
"19262","8340726e1bd534d5023ecda0669b5778f2b548201c99c3c9df916eeb5566a313","2013-12","South Wales Police","South Wales Police",-3.913386,51.623745,"On or near Danygraig Road","W01000849","Swansea 021A","Criminal damage and arson","Under investigation",NA
"19284","8580ff0c35a0f1867744a25245d7cacf3e699b722cdd0c1399ea7cc2322db8db","2013-12","South Wales Police","South Wales Police",-3.927745,51.62199,"On or near Maes Street","W01000850","Swansea 021B","Criminal damage and arson","No further action at this time",NA
"19285","c502c19c055863d49c7f0a6058f8d6ab28084736fe855beb429d3d30113408fe","2013-12","South Wales Police","South Wales Police",-3.927745,51.62199,"On or near Maes Street","W01000850","Swansea 021B","Criminal damage and arson","No further action at this time",NA
"19286","2f4a0ade818383a87a0b35226608e5e685ec07b9b7616a25b30f54ee9b5d7295","2013-12","South Wales Police","South Wales Police",-3.93211,51.622719,"On or near Miers Street","W01000850","Swansea 021B","Criminal damage and arson","No further action at this time",NA
"19287","349d8388491cce4545fd2dba3c5ddc3dfcff647c451df2edd33fff34e1fe1564","2013-12","South Wales Police","South Wales Police",-3.927745,51.62199,"On or near Maes Street","W01000850","Swansea 021B","Criminal damage and arson","No further action at this time",NA
"19288","f72d94d1434f3ff9fd4adbd39bba4da0c0f48ed45ca79a7a9fefb881f145955c","2013-12","South Wales Police","South Wales Police",-3.927745,51.62199,"On or near Maes Street","W01000850","Swansea 021B","Criminal damage and arson","No further action at this time",NA
"19289","27b68022ae8385d51b3487366f2f91daa54606d1ef02101a02de8742a626e07e","2013-12","South Wales Police","South Wales Police",-3.927745,51.62199,"On or near Maes Street","W01000850","Swansea 021B","Criminal damage and arson","No further action at this time",NA
"19290","bcc103b344bfc11c9ed2a6e00d7b6c5d6dcc7c509bca6509f3ac3cbe6dc3339e","2013-12","South Wales Police","South Wales Police",-3.927745,51.62199,"On or near Maes Street","W01000850","Swansea 021B","Criminal damage and arson","No further action at this time",NA
"19306","330c499f051460a5574563188590a7b4f21de18eefe597feea0491db20795ad8","2013-12","South Wales Police","South Wales Police",-3.931921,51.628127,"On or near Maesteg Street","W01000851","Swansea 021C","Criminal damage and arson","Under investigation",NA
"19323","8dceca093d5e06f8429bda2a795f0fda0e812e9757bc95c6660f16b5878335a2","2013-12","South Wales Police","South Wales Police",-3.988052,51.626767,"On or near Sports/Recreation Area","W01000853","Swansea 022A","Criminal damage and arson","Under investigation",NA
"19338","454a5351676621259e49e72b18d0f66938131fd59be3e3f3b745bbb5841dfade","2013-12","South Wales Police","South Wales Police",-4.002286,51.615014,"On or near Olchfa Close","W01000856","Swansea 022D","Criminal damage and arson","No further action at this time",NA
"19345","509fbe32360f73e487d64e52009461869809047e95a73a6506f6bb5eed03ada0","2013-12","South Wales Police","South Wales Police",-3.995544,51.617413,"On or near Maes Y Gollen","W01000857","Swansea 022E","Criminal damage and arson","Under investigation",NA
"19363","23542d9a82e8ef845e9a50aced1abc3846505d42b95208e70729ca4bbde61b76","2013-12","South Wales Police","South Wales Police",-3.951949,51.62347,"On or near Harcourt Street","W01000747","Swansea 024A","Criminal damage and arson","Under investigation",NA
"19364","1cfb6736b5b7271c062cb7b1d51d25338defd2f9f88714225397f9ac7097070d","2013-12","South Wales Police","South Wales Police",-3.954084,51.622724,"On or near Primrose Street","W01000747","Swansea 024A","Criminal damage and arson","No further action at this time",NA
"19389","3ffd81a0029d0f406903fe0965fac206874226f5ce18b475b3da59b0c7065886","2013-12","South Wales Police","South Wales Police",-3.962249,51.619108,"On or near Belgrave Lane","W01000869","Swansea 024C","Criminal damage and arson","No further action at this time",NA
"19390","88beb993e3feae4a48fb9366eb0f13f8e059fd7cbae1c5a8cf5df84e2775c64a","2013-12","South Wales Police","South Wales Police",-3.958867,51.621412,"On or near Rose Hill","W01000869","Swansea 024C","Criminal damage and arson","No further action at this time",NA
"19391","c433fc0a5e2a931a8bd28be74de8c79c1465bbd0a2c360a37bba259368826643","2013-12","South Wales Police","South Wales Police",-3.963524,51.621199,"On or near Hillside Crescent","W01000869","Swansea 024C","Criminal damage and arson","Offender given a caution",NA
"19392","b853e68e8264c28ebcfafc6c6b240f638378ffbbd4be052b3200f588758689fa","2013-12","South Wales Police","South Wales Police",-3.965662,51.618196,"On or near Uplands Crescent","W01000869","Swansea 024C","Criminal damage and arson","Under investigation",NA
"19410","4e29c6138f604e1684d58c0344c4e89bf79b5ecc9581a95657a1410e41390a4b","2013-12","South Wales Police","South Wales Police",-3.978865,51.617201,"On or near Sketty Road","W01000872","Swansea 024E","Criminal damage and arson","No further action at this time",NA
"19413","fe910296e45d0277cf2f657c4de7fdc2af9dc79d7f3feac93c96f9aa3d2ee868","2013-12","South Wales Police","South Wales Police",-3.967453,51.616862,"On or near Gwydr Crescent","W01000874","Swansea 024F","Criminal damage and arson","Under investigation",NA
"19453","05c2f5d1d6218fbefa380a75ffad51b85f06182e986c5bc4e6dad84af561e4a8","2013-12","South Wales Police","South Wales Police",-3.951688,51.61941,"On or near Page Lane","W01000745","Swansea 025B","Criminal damage and arson","Under investigation",NA
"19454","da08a981e109b19fc873f8d96ab4d9bab9921c58f8130900ccdbf7f5479b91c3","2013-12","South Wales Police","South Wales Police",-3.951006,51.62237,"On or near The Promenade","W01000745","Swansea 025B","Criminal damage and arson","No further action at this time",NA
"19455","20facd0c6b06304336333804417159a28d807def03c300169349df16ffb2be7d","2013-12","South Wales Police","South Wales Police",-3.950778,51.62143,"On or near Carlton Terrace","W01000745","Swansea 025B","Criminal damage and arson","No further action at this time",NA
"19456","7a917900a1ccf21e57bad0e7df928e2347e451616c6b75c74f0b542cbc83bbcc","2013-12","South Wales Police","South Wales Police",-3.943417,51.620248,"On or near Oxford Street","W01000745","Swansea 025B","Criminal damage and arson","Under investigation",NA
"19457","9bbe4e6e9c0b06fe718ed4bc07ecd0b255d3e997dddd22b0da547ef0d08c6857","2013-12","South Wales Police","South Wales Police",-3.946496,51.620287,"On or near Union Street","W01000745","Swansea 025B","Criminal damage and arson","No further action at this time",NA
"19458","8f7de5c2b339c074224f093a0040fbbf4d8d629a17842d03aafc5fde006f3296","2013-12","South Wales Police","South Wales Police",-3.950301,51.621096,"On or near Verandah Street","W01000745","Swansea 025B","Criminal damage and arson","Under investigation",NA
"19459","dbc7a14f12e208ceaffa7bf80c9924ae5945418545ad87fb1371bebdaf4742c0","2013-12","South Wales Police","South Wales Police",-3.947592,51.620593,"On or near Nightclub","W01000745","Swansea 025B","Criminal damage and arson","Offender given penalty notice",NA
"19460","894c7028df0b9354c0c62d908c4498026800b3d0219184747abdb2ac51992ab2","2013-12","South Wales Police","South Wales Police",-3.947758,51.622101,"On or near Willows Place","W01000745","Swansea 025B","Criminal damage and arson","Offender given a caution",NA
"19461","d81cacc7c12790c0a5fd9ca9e3702847419a188e471d7ab9a7fdcd9dabd1f759","2013-12","South Wales Police","South Wales Police",-3.95048,51.619547,"On or near Parking Area","W01000745","Swansea 025B","Criminal damage and arson","Under investigation",NA
"19462","f70192b8f5e5588be12db7aa18bebbc2eacf4b8b8a92d50d7a3789978b99ff25","2013-12","South Wales Police","South Wales Police",-3.950443,51.618018,"On or near Little Gam Street","W01000745","Swansea 025B","Criminal damage and arson","Under investigation",NA
"19570","754a143b1877989f598358a3c5429e7f4c5c4d1175d138ef61a8098f96bd744f","2013-12","South Wales Police","South Wales Police",-3.946697,51.627352,"On or near Bryn-Y-Don Road","W01000746","Swansea 025C","Criminal damage and arson","No further action at this time",NA
"19571","749ff2d89e7f389e5856e26c1f2e13566d7753fe8aa9e8d619494c0aa53c9976","2013-12","South Wales Police","South Wales Police",-3.952982,51.624667,"On or near Hewson Street","W01000746","Swansea 025C","Criminal damage and arson","No further action at this time",NA
"19572","53c3711f35f31e0311abf21b14ebc870737d52eced4d45ce688ee5babbe4be9f","2013-12","South Wales Police","South Wales Police",-3.946697,51.627352,"On or near Bryn-Y-Don Road","W01000746","Swansea 025C","Criminal damage and arson","No further action at this time",NA
"19590","d0ab407579359e3b1421bb84fe0676a013edf5fb060bb8b25a45c1a5ab50ccb3","2013-12","South Wales Police","South Wales Police",-3.937728,51.618957,"On or near Somerset Place","W01001938","Swansea 025E","Criminal damage and arson","Under investigation",NA
"19591","05eeec439c1f32605cbadfd1bd182bc7ea5c92b3c6d3420d7ad56296b8997aa5","2013-12","South Wales Police","South Wales Police",-3.937728,51.618957,"On or near Somerset Place","W01001938","Swansea 025E","Criminal damage and arson","No further action at this time",NA
"19592","de402484f52e0ecced3368fda8157e957a54e2451a0993f622fe1077cc60b9d7","2013-12","South Wales Police","South Wales Police",-3.939532,51.61926,"On or near Wind Street","W01001938","Swansea 025E","Criminal damage and arson","No further action at this time",NA
"19768","d12d209ba587f5d52aeeb75d024d1fe667229c1dc32e50ffaf049317c2ab8eba","2013-12","South Wales Police","South Wales Police",-3.940116,51.619745,"On or near Green Dragon Lane","W01001955","Swansea 025F","Criminal damage and arson","Under investigation",NA
"19769","5514c150a08baf0a21fdf3406d1340fdedfac91a2a3608e334008fd1eea01d28","2013-12","South Wales Police","South Wales Police",-3.941046,51.626636,"On or near Powell Street","W01001955","Swansea 025F","Criminal damage and arson","Under investigation",NA
"19770","463a8b34bf47d7ba6addc80434f99a9af7a090b84e58e907df0de2344a267643","2013-12","South Wales Police","South Wales Police",-3.940116,51.619745,"On or near Green Dragon Lane","W01001955","Swansea 025F","Criminal damage and arson","Under investigation",NA
"19771","265b577b18931bbda18ebf702c6582cf70933cab92f88b70cae8c62f62733d79","2013-12","South Wales Police","South Wales Police",-3.943697,51.621718,"On or near Pedestrian Subway","W01001955","Swansea 025F","Criminal damage and arson","No further action at this time",NA
"19772","5f8cb3821ac9e40bcdb913d69931ae8067bf4d18dc4a411d9bfd0833dcd87e10","2013-12","South Wales Police","South Wales Police",-3.944862,51.622949,"On or near Alexandra Road","W01001955","Swansea 025F","Criminal damage and arson","No further action at this time",NA
"19773","197dea448ec9caaabe5d8d82e1f5daf493b56d0fde169283c4441522e98f9b19","2013-12","South Wales Police","South Wales Police",-3.944426,51.620187,"On or near Shopping Area","W01001955","Swansea 025F","Criminal damage and arson","Awaiting court outcome",NA
"19774","2651ee7f729b3ca99883ca16111cab8149068312b0f53e6633a21f473b3e2755","2013-12","South Wales Police","South Wales Police",-3.943697,51.621718,"On or near Pedestrian Subway","W01001955","Swansea 025F","Criminal damage and arson","Awaiting court outcome",NA
"19775","e8a345fa94c7dc195828a5d865267b8a3b8fa69839e0a6f221ec90860f5d27f0","2013-12","South Wales Police","South Wales Police",-3.947793,51.618863,"On or near Shopping Area","W01001955","Swansea 025F","Criminal damage and arson","No further action at this time",NA
"19776","28febaf3a67836e5a122da79ec12e125a1be6f29be1d43ef2199e7aad72f0717","2013-12","South Wales Police","South Wales Police",-3.944068,51.62432,"On or near Quarry Street","W01001955","Swansea 025F","Criminal damage and arson","Under investigation",NA
"19777","4f6d30de7b3a0ea3defb116b7c12a8227cea9466cd3360ceb527899486e659b1","2013-12","South Wales Police","South Wales Police",-3.942954,51.621578,"On or near College Street","W01001955","Swansea 025F","Criminal damage and arson","Awaiting court outcome",NA
"19778","703ffa6b438236e5019ca2e569cfcf43441ff78a38b7cacef5377bc69dba5143","2013-12","South Wales Police","South Wales Police",-3.944442,51.621922,"On or near Belle Vue Way","W01001955","Swansea 025F","Criminal damage and arson","No further action at this time",NA
"19779","84cfb100d979654cdb44251ad76ba4482ece37f701acd06bce04966b10409632","2013-12","South Wales Police","South Wales Police",-3.938749,51.621548,"On or near Shopping Area","W01001955","Swansea 025F","Criminal damage and arson","No further action at this time",NA
"19780","c126d1225788bdcd42ed70a0b1af7654d78e7f0831f098481ea751ad7abcce7a","2013-12","South Wales Police","South Wales Police",-3.944862,51.622949,"On or near Alexandra Road","W01001955","Swansea 025F","Criminal damage and arson","Awaiting court outcome",NA
"19781","174ba03d3cbab910f6f3fa8a1ac5966064dc2e74dcf3194bcf4f8b01a3fe4f61","2013-12","South Wales Police","South Wales Police",-3.941252,51.628413,"On or near Thomas Row","W01001955","Swansea 025F","Criminal damage and arson","Under investigation",NA
"19782","3e256d19d5777c20ec201df7559d30d075ad4773fe30a1233e2f3748edb965cd","2013-12","South Wales Police","South Wales Police",-3.941252,51.628413,"On or near Thomas Row","W01001955","Swansea 025F","Criminal damage and arson","No further action at this time",NA
"19998","08b2e13760cebcd502b61501259eb96ac7c3494d1038cf984d7236c0c0301dcf","2013-12","South Wales Police","South Wales Police",-3.943736,51.616547,"On or near Supermarket","W01001957","Swansea 025G","Criminal damage and arson","No further action at this time",NA
"19999","51482bb53cfd8312aa3ae12fabd95d35109121126b333cd5e8881f3886017023","2013-12","South Wales Police","South Wales Police",-3.948853,51.616966,"On or near William Street","W01001957","Swansea 025G","Criminal damage and arson","No further action at this time",NA
"20049","ef293b39a405de9da5f4d84109b2fa07614377dbb385f65c1049030963477583","2013-12","South Wales Police","South Wales Police",-3.9557,51.622005,"On or near Constitution Hill","W01000871","Swansea 026B","Criminal damage and arson","No further action at this time",NA
"20050","03cb0c3a7004b9ea4fbc96d693fd072b632fd01df1eba132185d0da13458cd84","2013-12","South Wales Police","South Wales Police",-3.9557,51.622005,"On or near Constitution Hill","W01000871","Swansea 026B","Criminal damage and arson","No further action at this time",NA
"20051","494771bc69d5388c924452e01d994dc23d10dd81af7d48e43f69d9bd98085a52","2013-12","South Wales Police","South Wales Police",-3.9557,51.622005,"On or near Constitution Hill","W01000871","Swansea 026B","Criminal damage and arson","No further action at this time",NA
"20052","391a27da8497e5cc85d74685b84593ef8c36b619faef3d8bcfce3c7d641cbbaa","2013-12","South Wales Police","South Wales Police",-3.9557,51.622005,"On or near Constitution Hill","W01000871","Swansea 026B","Criminal damage and arson","No further action at this time",NA
"20053","db3085e351f0d1fd5839f28d83a0a4a0db611e3ca667640832c6c451c9cff93c","2013-12","South Wales Police","South Wales Police",-3.956613,51.618716,"On or near Caswell Street","W01000871","Swansea 026B","Criminal damage and arson","No further action at this time",NA
"20077","8c25b806a4693332305c16a1fe87917175b510108bac22f6e6ab679e93c1247d","2013-12","South Wales Police","South Wales Police",-3.964431,51.618109,"On or near Conference/Exhibition Centre","W01000873","Swansea 026C","Criminal damage and arson","Under investigation",NA
"20078","a5ae37b83009269662eaa755c5e2388861f71bed5c7399c153c2dd7865a61a3f","2013-12","South Wales Police","South Wales Police",-3.966935,51.614236,"On or near Finsbury Terrace","W01000873","Swansea 026C","Criminal damage and arson","No further action at this time",NA
"20092","8d336116481cedf6b58f4960069901b19b4e5c0cf025c058df8f6c03375692a9","2013-12","South Wales Police","South Wales Police",-3.974512,51.613093,"On or near Brynmill Lane","W01000876","Swansea 026E","Criminal damage and arson","Under investigation",NA
"20130","d52e42c5edd06ab6b3a004c084c3335582ab7df5ac8ec93c639a0933f4c478d1","2013-12","South Wales Police","South Wales Police",-4.037828,51.584574,"On or near Copley Lodge","W01000737","Swansea 028B","Criminal damage and arson","No further action at this time",NA
"20152","d65f7910f901a19a0083a2dbc1da35bc6deedff49e9b027a905cfb0eb2ef9be2","2013-12","South Wales Police","South Wales Police",-4.001761,51.588306,"On or near Baywood Avenue","W01000881","Swansea 029C","Criminal damage and arson","Under investigation",NA
"20159","9dddf3b1dfa3d6b46b469fbaf8b23c4c467c39390fcaff44e14324c0742ec110","2013-12","South Wales Police","South Wales Police",-4.01247,51.589229,"On or near Mulberry Avenue","W01000882","Swansea 029D","Criminal damage and arson","No further action at this time",NA
"20167","95ab242e9c563025be7551f1ef721fa292be7f260cff5b224eeeff70806b6817","2013-12","South Wales Police","South Wales Police",-4.247412,51.616717,"On or near Llanmadoc","W01000776","Swansea 030B","Criminal damage and arson","No further action at this time",NA
"20169","384c3cfeb37309b93143299302d5b0efc12208bf1039afbc7ee7ea85dfbf754b","2013-12","South Wales Police","South Wales Police",-4.094781,51.572168,"On or near Bendrick Drive","W01000840","Swansea 030D","Criminal damage and arson","No further action at this time",NA
"20186","9d1142111df23dc3a31c446dc3c525a8526ce6e9f00f5dc896074a1c1dfca56d","2013-12","South Wales Police","South Wales Police",-3.991686,51.568208,"On or near Libby Way","W01000826","Swansea 031D","Criminal damage and arson","No further action at this time",NA
"20199","36ced3364e05a00452edb0191b98ad938f29505f0845ba7c5894d7e6b20baffb","2013-12","South Wales Police","South Wales Police",-3.577502,51.483814,"On or near Wick Road","W01001105","The Vale of Glamorgan 001A","Criminal damage and arson","No further action at this time",NA
"20209","07f6e411c5c8f387153f7da077d1893f5dde3d29e696d47fcb6d6c5daa2eb843","2013-12","South Wales Police","South Wales Police",-3.447276,51.461934,"On or near Town Hall Square","W01001082","The Vale of Glamorgan 002A","Criminal damage and arson","Under investigation",NA
"20222","f24e6180d7864ecd4880a0753de9e49140c12471c18343cfd9c340a7788f971d","2013-12","South Wales Police","South Wales Police",-3.441306,51.459337,"On or near Greenside","W01001084","The Vale of Glamorgan 002C","Criminal damage and arson","No further action at this time",NA
"20240","4d7f8c0341e5e92c6288db2ce65f66d99b407c790af2eae215e3d83a97213402","2013-12","South Wales Police","South Wales Police",-3.273163,51.464863,"On or near Copthorne Way","W01001113","The Vale of Glamorgan 003A","Criminal damage and arson","No further action at this time",NA
"20241","7739f93160144edd85d7f78479d967737d126fd60d9fc59878d5a33d4034acc9","2013-12","South Wales Police","South Wales Police",-3.399788,51.476116,"On or near Heol Mynydd","W01001113","The Vale of Glamorgan 003A","Criminal damage and arson","Under investigation",NA
"20267","b1fc75bc39d02a8661aefa4e4ceb2339a289d6c5ceb931a171d3fa39fa84534f","2013-12","South Wales Police","South Wales Police",-3.290849,51.462619,"On or near Grant'S Field","W01001135","The Vale of Glamorgan 003C","Criminal damage and arson","Under investigation",NA
"20272","60d38251c8332bb03d8673b2dc5102558f1988d03fa82407f0cc8a570af04b42","2013-12","South Wales Police","South Wales Police",-3.264022,51.44874,"On or near Station Road West","W01001136","The Vale of Glamorgan 003D","Criminal damage and arson","Under investigation",NA
"20276","278279f9d09c4ad5aec5f02930d208115c845610dba680497d99ac0d7f4ae91f","2013-12","South Wales Police","South Wales Police",-3.182618,51.437208,"On or near Bedwas Place","W01001075","The Vale of Glamorgan 004A","Criminal damage and arson","Offender given a caution",NA
"20282","1387801a43b2758836eff4f4aa2994b516392bf2a2f52e6c2ab0f1cd1e0a53db","2013-12","South Wales Police","South Wales Police",-3.186118,51.443494,"On or near Clive Lane","W01001076","The Vale of Glamorgan 004B","Criminal damage and arson","Under investigation",NA
"20283","ccb23af1f29b8dc0332ab872707c48b921dda4e081b53e905d40822d7002d7c8","2013-12","South Wales Police","South Wales Police",-3.187488,51.444137,"On or near Little Dock Street","W01001076","The Vale of Glamorgan 004B","Criminal damage and arson","No further action at this time",NA
"20309","ae8e81ec630ad0a3db162e0ae98d2d0bfe09d2ce836b1544ec646067de77fb51","2013-12","South Wales Police","South Wales Police",-3.175255,51.435672,"On or near Station Approach","W01001116","The Vale of Glamorgan 005A","Criminal damage and arson","Under investigation",NA
"20310","035332689572e6db2a8413087a96a3924d201adf537c6301e83e41c5a8780803","2013-12","South Wales Police","South Wales Police",-3.175255,51.435672,"On or near Station Approach","W01001116","The Vale of Glamorgan 005A","Criminal damage and arson","Under investigation",NA
"20311","435614cafcf45bb981a9a6a1941230a922f32419a79e883541f81d191506db20","2013-12","South Wales Police","South Wales Police",-3.175255,51.435672,"On or near Station Approach","W01001116","The Vale of Glamorgan 005A","Criminal damage and arson","Under investigation",NA
"20312","46876d2de165e7c064438ea86c8823ff8a7d9c64586e0e9ab0e97fa46bae0efe","2013-12","South Wales Police","South Wales Police",-3.174688,51.435426,"On or near Parking Area","W01001116","The Vale of Glamorgan 005A","Criminal damage and arson","No further action at this time",NA
"20318","28ca02ac93fc0593d1c63ad57922fb69fb264ed2e14684669bb7220e8dfea922","2013-12","South Wales Police","South Wales Police",-3.173869,51.439391,"On or near Ludlow Lane","W01001124","The Vale of Glamorgan 005C","Criminal damage and arson","Under investigation",NA
"20327","76c02c37f258aed755ecb188874e5682e41a443680e4d8dcddd018b7a3544489","2013-12","South Wales Police","South Wales Police",-3.175486,51.439042,"On or near Supermarket","W01001125","The Vale of Glamorgan 005D","Criminal damage and arson","No further action at this time",NA
"20328","3186d53993246636fd18511a9c097acb81972cbf16800b41bf232c4f7bfb63e0","2013-12","South Wales Police","South Wales Police",-3.177521,51.440991,"On or near Plassey Street","W01001125","The Vale of Glamorgan 005D","Criminal damage and arson","Under investigation",NA
"20341","11fa9020c4723187334a66be7a533428deac853e2643cefb85a12ec9b02fc254","2013-12","South Wales Police","South Wales Police",-3.173912,51.442196,"On or near King Street","W01001126","The Vale of Glamorgan 005E","Criminal damage and arson","No further action at this time",NA
"20373","60db026766a924b789c7665e66bbd8fba54a922023ecad894e9cc79f69fa686b","2013-12","South Wales Police","South Wales Police",-3.203592,51.434944,"On or near Cardigan Close","W01001088","The Vale of Glamorgan 006C","Criminal damage and arson","Under investigation",NA
"20388","8856ce2951573edc12047ae8cdf3fb249ae01ecf92ec2f336603ac114e04553d","2013-12","South Wales Police","South Wales Police",-3.262183,51.417027,"On or near Merlin Place","W01001081","The Vale of Glamorgan 007A","Criminal damage and arson","No further action at this time",NA
"20389","18f27fe7cb5ccddfb60b370b4e9bdec4de677eecd92a90a2d24d949d4666e37a","2013-12","South Wales Police","South Wales Police",-3.262183,51.417027,"On or near Merlin Place","W01001081","The Vale of Glamorgan 007A","Criminal damage and arson","No further action at this time",NA
"20390","61134340baf61d8eca58a40fda83fc7826f636ffe6f295e2422057d3040894a2","2013-12","South Wales Police","South Wales Police",-3.260621,51.417736,"On or near Islwyn Way","W01001081","The Vale of Glamorgan 007A","Criminal damage and arson","No further action at this time",NA
"20391","dbff5aa73b5b27a9fcfa65f931a3c3e70c7adbf998772c8144ecd8a7ee96747c","2013-12","South Wales Police","South Wales Police",-3.25989,51.417322,"On or near Treharne Road","W01001081","The Vale of Glamorgan 007A","Criminal damage and arson","Under investigation",NA
"20406","95db10b00676f6be023080bb9a9430913d5e79e2259626bda4ab2e41b7ad903d","2013-12","South Wales Police","South Wales Police",-3.280223,51.418792,"On or near Harlech Gardens","W01001092","The Vale of Glamorgan 007B","Criminal damage and arson","No further action at this time",NA
"20412","6f86aabd468a690fa927abd3147a5c518c7145ce86362a5a6f5d58433de5712d","2013-12","South Wales Police","South Wales Police",-3.260656,51.422142,"On or near Aberaeron Close","W01001094","The Vale of Glamorgan 007C","Criminal damage and arson","Awaiting court outcome",NA
"20417","b7749605a7847505ddf625e44f62b255dd789c7f1280490e8c685ce16849fa9a","2013-12","South Wales Police","South Wales Police",-3.267619,51.419612,"On or near St Catherine'S Court","W01001095","The Vale of Glamorgan 007D","Criminal damage and arson","No further action at this time",NA
"20418","ad39a279aaf02c13c9457988fe6bda9b9647ecf63db306ee5ad10931dd140933","2013-12","South Wales Police","South Wales Police",-3.27041,51.418602,"On or near St Govan'S Close","W01001095","The Vale of Glamorgan 007D","Criminal damage and arson","No further action at this time",NA
"20433","4d0b38799f7cfc8e33043ce9a72e1c7d94d85c9f7dde0bf5fe2c4cfd2c33d732","2013-12","South Wales Police","South Wales Police",-3.269225,51.412167,"On or near Orchard Drive","W01001096","The Vale of Glamorgan 007E","Criminal damage and arson","Under investigation",NA
"20434","5aac3af5fadd15cd0591638859d8e2ca9644d8f0e9b005bea1ce00ae089c1b62","2013-12","South Wales Police","South Wales Police",-3.267972,51.412118,"On or near Warwick Way","W01001096","The Vale of Glamorgan 007E","Criminal damage and arson","Under investigation",NA
"20444","dc51ebcd338caaf484d9be60e372787ffc2c1ae3019d4e393a594a7a1a5e364c","2013-12","South Wales Police","South Wales Police",-3.273786,51.419006,"On or near Burns Crescent","W01001097","The Vale of Glamorgan 007F","Criminal damage and arson","Offender imprisoned",NA
"20445","207b8da8af343d745f0be01edb7f8a73f2667f88f2d824be8143ce56ce3b854c","2013-12","South Wales Police","South Wales Police",-3.272499,51.420315,"On or near Shakespeare Road","W01001097","The Vale of Glamorgan 007F","Criminal damage and arson","No further action at this time",NA
